timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1501241137.087156,1.463384,-1.458048,0.300857,-0.016496,0.311243,0.067338,0.111861,0.993651,-0.012062,0.067155,0.001833,-0.020363,-0.894167,-4.591860,-40.295521,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.795410,1.070000,325.546875,1501241137.000062,
1501241138.086986,1.523636,-1.485907,0.337511,0.001550,0.053476,-0.016712,0.084694,0.996399,-0.003997,-0.008155,0.038437,0.011230,0.211626,-4.377096,-40.328773,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.840759,0.000000,325.546875,1501241138.000063,
1501241139.086829,1.534081,-1.487868,0.355893,0.016864,-0.047785,0.015065,0.082777,0.996563,-0.003041,0.002077,0.033969,0.005146,-0.041819,-4.296332,-40.337994,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.843628,0.000000,325.546875,1501241139.000063,
1501241140.086653,1.459913,-1.476695,0.288374,-0.005139,0.021607,0.002330,0.093385,0.995576,-0.010398,0.004454,0.035354,-0.003122,-0.399975,-4.569047,-40.306049,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.644775,0.000000,325.546875,1501241140.000063,
1501241141.086487,1.660603,-1.478401,0.479045,-0.018311,0.013550,-0.002165,0.091892,0.995735,0.008275,0.002239,0.036477,0.001231,0.048147,-3.865616,-40.381542,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.705566,0.000000,325.546875,1501241141.000063,
1501241142.086310,1.860319,-1.488866,0.695691,-0.022907,-0.093977,-0.019358,0.078433,0.996646,0.023365,0.006345,0.035444,0.003918,-0.527203,-3.196535,-40.436592,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.758240,0.000000,325.546875,1501241142.000063,
1501241143.086165,1.823787,-1.527198,0.835913,-0.130733,-0.735482,-0.210621,0.042197,0.999050,0.010909,0.015222,0.081349,-0.012389,-7.365766,-3.437114,-39.743500,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.784058,0.000000,325.546875,1501241143.000063,
1501241144.085968,0.985484,-1.470254,0.241093,0.105323,0.487532,0.101960,0.083665,0.994950,-0.055452,-0.038499,0.052215,-0.028853,-17.497572,-4.739298,-36.290325,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.807495,0.000000,325.546875,1501241144.000063,
1501241145.085819,1.396518,-1.419399,0.410751,-0.012085,-0.004710,-0.012743,0.148535,0.988561,-0.026152,-0.011724,0.026224,-0.005327,-8.044870,-4.053808,-39.553265,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.819641,0.000000,325.546875,1501241145.000064,
1501241146.085629,1.054709,-1.471088,0.200832,-0.014099,-0.228266,-0.043667,0.086579,0.995033,-0.049123,-0.026139,0.038216,0.009770,-12.939506,-4.941371,-38.128284,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.827820,0.000000,325.546875,1501241146.000063,
1501241147.085477,0.924739,-1.477382,0.236240,0.024988,0.295362,0.011842,0.074480,0.995640,-0.056158,-0.003633,0.042995,-0.004877,-19.210621,-4.750654,-35.411823,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.835999,0.000000,325.546875,1501241147.000063,
1501241148.085309,1.107092,-1.460956,0.343095,-0.029346,-0.141910,-0.038173,0.098044,0.993974,-0.049029,0.007989,0.038055,-0.006360,-16.344217,-4.392885,-36.867100,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.770996,0.000000,325.546875,1501241148.000063,
1501241149.085155,1.109432,-1.505492,0.501496,-0.053465,-0.266353,-0.005279,0.058435,0.997868,-0.029051,0.010474,0.027003,-0.000154,-21.728779,-3.903234,-34.032909,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.803284,0.000000,325.546875,1501241149.000063,
1501241150.084998,1.309594,-1.453875,0.530484,0.126713,0.387357,0.124456,0.112698,0.993172,-0.030125,-0.015027,0.030616,-0.027385,-15.989789,-3.495864,-37.117645,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.822205,0.000000,325.546875,1501241150.000062,
1501241151.084863,1.535036,-1.444835,0.507335,0.021724,0.003638,-0.003009,0.125548,0.992077,-0.004492,0.000322,0.029270,-0.014796,-6.251886,-3.566593,-39.922516,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.840698,0.000000,325.546875,1501241151.000063,
1501241152.084686,1.202793,-1.454731,0.295952,-0.002304,-0.129321,-0.020038,0.108052,0.993272,-0.041661,-0.007634,0.037932,-0.008082,-10.987653,-4.612274,-38.776443,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.855530,0.000000,325.546875,1501241152.000063,
1501241153.084532,1.210215,-1.463691,0.384410,-0.001365,0.042084,-0.000808,0.100026,0.994270,-0.037717,-0.005498,0.038186,0.003339,-14.120073,-4.212160,-37.795441,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.863831,0.000000,325.546875,1501241153.000063,
1501241154.084374,1.289633,-1.462741,0.459505,-0.002583,0.001615,-0.001853,0.103610,0.994168,-0.029924,0.005612,0.031879,0.001360,-13.908360,-3.882633,-37.909058,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.873169,0.000000,325.546875,1501241154.000063,
1501241155.084243,1.294169,-1.477336,0.511764,0.009355,-0.202839,-0.033786,0.089776,0.995636,-0.025488,0.005317,0.040329,0.003943,-15.606998,-3.728664,-37.257652,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.877625,0.000000,325.546875,1501241155.000063,
1501241156.084075,1.182957,-1.506899,0.523927,0.010548,0.016586,-0.010288,0.059111,0.997959,-0.024149,0.005083,0.033016,-0.000006,-20.016142,-3.831581,-35.075447,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.840149,0.000000,325.546875,1501241156.000062,
1501241157.083925,0.834135,-1.484883,0.149943,0.039264,0.203892,0.016342,0.063559,0.996312,-0.057647,-0.000097,0.042247,-0.008531,-19.204252,-4.994814,-35.381672,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.861145,0.000000,325.546875,1501241157.000063,
1501241158.083747,0.820127,-1.479493,0.063816,-0.016728,-0.106613,0.009874,0.066671,0.995835,-0.062194,0.007151,0.035965,-0.005021,-16.555815,-5.365277,-36.643314,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.883667,0.000000,325.546875,1501241158.000063,
1501241159.083608,1.092712,-1.479055,0.352580,-0.018624,-0.071402,0.008853,0.081341,0.995795,-0.042149,0.013736,0.035501,0.003071,-17.172758,-4.331329,-36.495888,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.899109,0.000000,325.546875,1501241159.000062,
1501241160.083445,1.034173,-1.477408,0.304651,0.014209,0.067968,0.001433,0.080145,0.995642,-0.047674,0.001459,0.035577,-0.002619,-17.614389,-4.498584,-36.264446,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.906250,0.000000,325.546875,1501241160.000063,
1501241161.083287,1.032375,-1.477817,0.285930,-0.007709,-0.053350,-0.001835,0.079709,0.995681,-0.047609,-0.003171,0.036912,0.013140,-16.941490,-4.585087,-36.572895,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.918335,0.000000,325.546875,1501241161.000063,
1501241162.083124,0.967014,-1.473473,0.219856,0.026217,0.148895,0.011987,0.079990,0.995268,-0.055169,-0.005313,0.036654,-0.002555,-17.011133,-4.836985,-36.508068,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.928040,0.000000,325.546875,1501241162.000062,
1501241163.082945,0.930377,-1.464388,0.147240,0.009336,0.016088,0.000337,0.085162,0.994344,-0.063463,0.000211,0.040934,0.001634,-15.667971,-5.209646,-37.053856,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.939941,0.000000,325.546875,1501241163.000062,
1501241164.082789,0.935750,-1.468545,0.168896,0.018258,-0.079838,0.002427,0.082173,0.994777,-0.060551,0.003276,0.035100,0.007359,-16.234409,-5.090756,-36.825832,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.805176,0.000000,325.546875,1501241164.000063,
1501241165.082637,0.429382,-1.369075,-0.518083,0.539787,0.852915,0.005382,0.083410,0.979723,-0.182169,-0.191442,0.032240,0.110910,-9.889049,-10.300364,-37.970032,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,17.864075,0.000000,325.546875,1501241165.000063,
1501241166.082496,3.082637,-1.326003,2.189331,3.449926,3.393795,1.621983,0.014280,0.970187,0.241935,0.130404,0.087338,-0.427467,-11.751701,6.084508,-38.346973,,,,,,,
,,,,,,,,,,,,,,,,1.302794,103.799476,18.178101,0.000000,345.585938,1501241166.000062,
1501241167.082335,3.034196,-1.204228,2.548237,0.796949,1.621416,0.153045,0.038419,0.933563,0.356349,0.091937,-0.158157,0.438695,-25.702473,8.328077,-30.259544,,,,,,,
,,,,,,,,,,,,,,,,1.302800,103.799456,18.160889,0.940000,303.046875,1501241167.000062,
1501241168.082170,-3.075660,-1.119555,2.654938,2.608896,1.134700,0.136289,-0.028731,0.899906,0.435136,0.287001,-0.691075,-0.201386,-23.840462,10.669781,-31.038719,,,,,,,
,,,,,,,,,,,,,,,,1.302807,103.799448,17.928589,1.370000,341.367188,1501241168.000063,
1501241169.082006,-2.964284,-1.144595,2.325140,-2.862967,-3.197295,-2.233555,-0.072919,0.910543,0.406934,-0.334064,0.283473,-0.267392,-6.667181,11.382514,-38.361454,,,,,,,
,,,,,,,,,,,,,,,,1.302816,103.799444,18.109924,1.370000,3.164062,1501241169.000063,
1501241170.081839,1.211950,-1.490964,0.016026,-2.157712,-2.040054,-1.294073,0.074668,0.996815,-0.028007,-0.230811,-0.201023,-0.428002,1.656319,-6.573174,-39.995800,,,,,,,
,,,,,,,,,,,,,,,,1.302826,103.799440,17.571960,1.260000,8.085938,1501241170.000063,
1501241171.081672,2.844342,-1.408272,2.063014,0.865520,1.343340,0.410923,0.047393,0.986822,0.154714,0.180009,-0.215216,-0.198415,-15.911790,2.679399,-37.218945,,,,,,,
,,,,,,,,,,,,,,,,1.302835,103.799433,17.619507,1.260000,319.921875,1501241171.000063,
1501241172.081513,1.725531,-1.445630,0.679483,-0.239883,-0.151191,-0.014064,0.123349,0.992177,0.019240,0.136951,-0.052419,-0.079238,-5.426518,-2.790731,-40.104599,,,,,,,
,,,,,,,,,,,,,,,,1.302841,103.799426,17.794556,1.260000,319.921875,1501241172.000063,
1501241173.081349,1.040247,-1.447145,0.274310,0.176058,0.509694,0.018527,0.106382,0.992365,-0.062409,0.030261,0.033514,-0.019195,-16.658487,-4.645146,-36.695114,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,17.803528,0.200000,319.921875,1501241173.000063,
1501241174.081154,1.241482,-1.434722,0.405824,-0.228257,-0.718722,0.047209,0.128365,0.990756,-0.043870,0.011009,0.035138,-0.028899,-13.543356,-4.185091,-38.008904,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,17.650818,0.000000,319.921875,1501241174.000063,
1501241175.081046,1.086520,-1.436506,0.214619,0.015632,0.011345,0.002575,0.118492,0.990997,-0.062334,0.017251,0.034302,-0.002699,-12.445073,-5.121207,-38.268883,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,17.667114,0.000000,319.921875,1501241175.000062,
1501241176.080862,1.060458,-1.427523,0.153652,0.033349,0.168568,-0.003679,0.124590,0.989754,-0.069746,0.009336,0.039451,-0.004457,-11.176229,-5.520467,-38.603500,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,17.644531,0.000000,319.921875,1501241176.000064,
1501241177.080713,1.033855,-1.437196,0.086669,-0.016760,-0.014458,-0.013249,0.114459,0.991089,-0.068135,-0.001330,0.035584,-0.004360,-9.520796,-5.790343,-39.005646,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.018372,0.000000,319.921875,1501241177.000063,
1501241178.080549,1.117526,-1.447719,0.220766,-0.030990,-0.061413,-0.008985,0.110370,0.992436,-0.053761,-0.007633,0.040386,0.000050,-11.414742,-5.026886,-38.601139,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.085266,0.000000,319.921875,1501241178.000063,
1501241179.080383,1.212220,-1.479074,0.484563,-0.063911,-0.028428,-0.032220,0.085768,0.995796,-0.032144,-0.017836,0.029701,0.013299,-17.650772,-3.848212,-36.321560,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.088013,0.000000,319.921875,1501241179.000062,
1501241180.080209,0.987134,-1.467965,0.175331,0.074098,-0.059123,0.058898,0.085657,0.994717,-0.056569,-0.038736,0.037372,-0.000896,-14.560310,-5.029779,-37.527493,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,17.902588,0.000000,319.921875,1501241180.000063,
1501241181.080045,1.039809,-1.428763,0.041280,0.024608,0.207353,-0.004581,0.122065,0.989930,-0.071682,0.026052,0.035796,-0.002140,-7.635875,-6.124310,-39.367500,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,17.961975,0.000000,319.921875,1501241181.000063,
1501241182.079878,1.029127,-1.440355,-0.016819,-0.003353,-0.020377,0.005927,0.111452,0.991505,-0.067061,-0.005647,0.042690,-0.005541,-5.611885,-6.255631,-39.686115,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.011047,0.000000,319.921875,1501241182.000063,
1501241183.079686,1.037398,-1.465803,0.133018,-0.094008,-0.080531,-0.077867,0.090242,0.994493,-0.053287,-0.026842,0.037733,0.018894,-11.022458,-5.311287,-38.676991,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.043274,0.000000,319.921875,1501241183.000063,
1501241184.079542,1.151020,-1.502947,0.286856,-0.033189,0.168211,0.002975,0.061911,0.997699,-0.027631,-0.024192,0.027890,-0.008944,-12.521181,-4.478543,-38.324619,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.050537,0.000000,319.921875,1501241184.000062,
1501241185.079363,1.035937,-1.442537,0.100718,-0.011829,-0.006565,0.004892,0.110044,0.991786,-0.065197,0.006030,0.029134,0.002545,-9.967243,-5.655297,-38.913822,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.077881,0.000000,319.921875,1501241185.000063,
1501241186.079210,1.064239,-1.449037,0.134066,-0.003770,-0.084375,0.018642,0.106206,0.992596,-0.058928,0.020854,0.033191,-0.002763,-10.099316,-5.429039,-38.911991,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.124146,0.000000,319.921875,1501241186.000063,
1501241187.079055,1.118148,-1.459448,0.276688,-0.016652,-0.122575,-0.014322,0.099928,0.993807,-0.048598,0.007494,0.034620,-0.009676,-13.454798,-4.690399,-37.981346,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.179077,0.000000,319.921875,1501241187.000063,
1501241188.078889,1.072957,-1.446707,0.258031,0.009875,0.051974,-0.001525,0.108747,0.992311,-0.059104,-0.001051,0.037245,-0.004037,-14.567903,-4.835041,-37.550137,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,17.927917,0.000000,319.921875,1501241188.000063,
1501241189.078724,1.103641,-1.453169,0.263906,-0.018549,-0.084068,-0.005859,0.104782,0.993090,-0.052851,-0.002838,0.037550,0.000300,-13.547956,-4.788453,-37.935970,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.095947,0.000000,319.921875,1501241189.000062,
1501241190.078555,1.075163,-1.443295,0.245452,0.008490,0.156472,-0.000520,0.111855,0.991883,-0.060474,-0.004723,0.039856,-0.001003,-14.046469,-4.917310,-37.737659,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.212952,0.000000,319.921875,1501241190.000062,
1501241191.078363,1.064226,-1.445372,0.200193,-0.001865,-0.009588,0.005825,0.109386,0.992145,-0.060694,0.004491,0.034375,0.004130,-12.702287,-5.141932,-38.181492,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.352600,0.000000,319.921875,1501241191.000062,
1501241192.078227,1.038049,-1.445892,0.172112,0.009072,0.035311,0.001594,0.107315,0.992210,-0.063274,0.007691,0.032494,-0.002964,-12.649266,-5.264167,-38.182438,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.487183,0.000000,319.921875,1501241192.000062,
1501241193.078056,0.806224,-1.433404,-0.063313,0.099742,0.038630,-0.040938,0.098841,0.990577,-0.094808,-0.000056,0.041833,0.011022,-12.533597,-6.562099,-38.019230,,,,,,,
,,,,,,,,,,,,,,,,1.302844,103.799423,18.584839,0.000000,319.921875,1501241193.000063,
1501241194.077902,0.551057,-1.356384,-0.515724,-1.459602,-0.749140,-0.960843,0.111405,0.977102,-0.181277,-0.185044,0.052027,0.088900,-4.953327,-11.136800,-38.691730,,,,,,,
,,,,,,,,,,,,,,,,1.302858,103.799428,18.837158,0.170000,319.570312,1501241194.000064,
1501241195.077764,1.302684,-1.515708,0.277465,1.576669,2.177449,0.544250,0.053094,0.998483,-0.014586,-0.082223,-0.039178,0.282637,-7.375097,-3.559551,-39.730991,,,,,,,
,,,,,,,,,,,,,,,,1.302868,103.799422,18.881531,0.170000,318.515625,1501241195.000062,
1501241196.077575,3.005185,-1.383533,2.202303,3.330278,4.544033,2.655286,0.025317,0.982517,0.184442,0.213728,0.023113,-0.346628,-16.391260,4.015388,-36.889256,,,,,,,
,,,,,,,,,,,,,,,,1.302880,103.799414,18.049377,1.430000,311.132812,1501241196.000063,
1501241197.077443,3.130930,-1.146183,2.439064,-0.619000,1.252938,-0.533030,0.004393,0.911198,0.411945,0.257082,1.510433,-0.879657,-18.772047,10.980002,-34.244179,,,,,,,
,,,,,,,,,,,,,,,,1.302891,103.799403,18.270813,1.430000,320.625000,1501241197.000063,
1501241198.077279,3.092644,-1.245675,2.402010,-0.115444,-0.133415,0.206831,0.015629,0.947612,0.319041,-0.369053,2.005910,1.029058,-18.604517,7.712687,-35.213638,,,,,,,
,,,,,,,,,,,,,,,,1.302898,103.799393,18.334106,1.420000,317.460938,1501241198.000062,
1501241199.077118,-2.915637,-1.028784,2.540334,-1.152645,-4.062273,-0.764328,-0.115572,0.856672,0.502748,0.066851,-0.587721,-0.604066,-13.435905,13.806879,-35.699585,,,,,,,
,,,,,,,,,,,,,,,,1.302908,103.799384,18.969727,1.270000,330.468750,1501241199.000063,
1501241200.076922,2.279416,-1.483944,1.409436,0.346156,0.285516,0.169192,0.065861,0.996231,0.056451,-0.010120,0.010422,-0.081186,-12.194794,-1.130481,-38.673286,,,,,,,
,,,,,,,,,,,,,,,,1.302916,103.799377,19.497437,1.250000,313.945312,1501241200.000062,
1501241201.076763,1.202254,-1.462225,0.163919,0.077356,-0.087619,-0.030253,0.101082,0.994112,-0.039037,0.005821,0.035063,-0.020213,-5.774265,-5.109454,-39.826691,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.762390,0.200000,305.156250,1501241201.000063,
1501241202.076627,0.922201,-1.453497,-0.023255,-0.012134,-0.056219,0.005972,0.093265,0.993128,-0.070694,0.019329,0.037755,-0.002716,-9.491144,-6.082022,-38.968460,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.656433,0.000000,305.156250,1501241202.000063,
1501241203.076466,0.955797,-1.450950,0.008981,0.005542,0.056533,-0.002473,0.097653,0.992827,-0.068981,-0.003048,0.038240,-0.001759,-9.479173,-5.972271,-38.988346,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.381714,0.000000,305.156250,1501241203.000063,
1501241204.076300,0.965854,-1.455224,0.023752,0.006344,0.013887,-0.003576,0.094851,0.993329,-0.065581,0.001539,0.036243,-0.002046,-9.641732,-5.843195,-38.968040,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,18.945740,0.000000,305.156250,1501241204.000063,
1501241205.076159,0.958012,-1.453388,0.010721,-0.002284,0.005384,-0.001461,0.095826,0.993115,-0.067372,0.006134,0.038119,-0.002391,-9.438192,-5.931714,-39.004478,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.251953,0.000000,305.156250,1501241205.000063,
1501241206.075994,0.958734,-1.456794,0.024205,0.005089,0.006386,-0.000403,0.093105,0.993509,-0.065359,0.002827,0.034461,-0.002314,-9.922834,-5.819876,-38.900906,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.337708,0.000000,305.156250,1501241206.000062,
1501241207.075823,0.955186,-1.458502,0.012697,-0.015395,-0.040134,-0.001418,0.091487,0.993702,-0.064709,0.003194,0.035046,-0.002857,-9.576140,-5.855062,-38.982426,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.456604,0.000000,305.156250,1501241207.000063,
1501241208.075671,0.957432,-1.463561,0.038523,0.003009,0.012022,0.004988,0.087520,0.994256,-0.061609,0.002385,0.035056,-0.001685,-10.498620,-5.668563,-38.771900,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.541199,0.000000,305.156250,1501241208.000063,
1501241209.075506,0.925977,-1.457849,-0.009492,0.005481,0.022267,0.000834,0.090076,0.993628,-0.067743,-0.000050,0.036264,0.000696,-9.886533,-5.948131,-38.890747,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.593933,0.000000,305.156250,1501241209.000063,
1501241210.075357,0.944580,-1.459908,0.001120,-0.014925,-0.024006,-0.003359,0.089664,0.993858,-0.064857,0.004620,0.036843,-0.000893,-9.540414,-5.883864,-38.986851,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.624695,0.000000,305.156250,1501241210.000063,
1501241211.075193,0.952837,-1.462593,0.030116,0.009640,0.018047,0.001923,0.088020,0.994152,-0.062568,0.003486,0.036030,-0.001626,-10.355432,-5.715252,-38.803543,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.662415,0.000000,305.156250,1501241211.000063,
1501241212.075005,0.931718,-1.460802,-0.010832,-0.004165,0.004513,0.000890,0.088108,0.993957,-0.065474,0.002193,0.038667,-0.002290,-9.584368,-5.910114,-38.972095,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.383057,0.000000,305.156250,1501241212.000063,
1501241213.074839,0.954350,-1.465220,0.030831,-0.010637,-0.011488,-0.002282,0.085984,0.994432,-0.060924,0.000289,0.039748,-0.004887,-10.302670,-5.678916,-38.822914,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.511353,0.000000,305.156250,1501241213.000063,
1501241214.074693,0.990072,-1.467436,0.074998,-0.012988,-0.066693,0.011513,0.086262,0.994663,-0.056606,0.002391,0.037213,-0.002888,-10.604995,-5.478348,-38.770294,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.596924,0.000000,305.156250,1501241214.000063,
1501241215.074525,1.158575,-1.480455,0.316717,0.024661,-0.015707,0.024246,0.082661,0.995922,-0.036146,0.006526,0.031010,0.000089,-13.396041,-4.450181,-38.030987,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.663269,0.000000,305.156250,1501241215.000063,
1501241216.074357,1.002261,-1.466916,0.118574,-0.000715,-0.010132,-0.001226,0.087381,0.994609,-0.055828,0.004416,0.039464,-0.001713,-11.845316,-5.305839,-38.433716,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.716736,0.000000,305.156250,1501241216.000063,
1501241217.074192,0.986103,-1.466542,0.100115,0.015517,0.013271,0.007193,0.086778,0.994570,-0.057438,-0.001314,0.031324,0.000172,-11.765468,-5.378599,-38.448124,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.754395,0.000000,305.156250,1501241217.000062,
1501241218.074014,0.921958,-1.461361,0.015995,0.018653,0.030063,-0.001394,0.087022,0.994018,-0.065995,0.002226,0.033326,-0.000441,-11.010405,-5.789384,-38.611759,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.768372,0.000000,305.156250,1501241218.000063,
1501241219.073851,0.854499,-1.456717,-0.072264,0.009807,0.012781,0.001746,0.085857,0.993500,-0.074742,0.003468,0.034744,-0.000636,-10.210046,-6.225581,-38.763527,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.784912,0.000000,305.156250,1501241219.000063,
1501241220.073694,0.897440,-1.457525,-0.052113,-0.012817,-0.005456,0.000677,0.088359,0.993592,-0.070486,-0.000651,0.037353,-0.004587,-9.318283,-6.131345,-39.002434,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.649170,0.000000,305.156250,1501241220.000063,
1501241221.073515,0.966325,-1.463456,0.034862,-0.007959,-0.033814,0.000584,0.088151,0.994245,-0.060888,0.002334,0.038180,-0.000895,-10.002518,-5.687747,-38.900040,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.791260,0.000000,305.156250,1501241221.000063,
1501241222.073358,0.932297,-1.462712,0.001576,0.006222,-0.000126,-0.000613,0.086621,0.994165,-0.064292,0.002124,0.034842,-0.001916,-10.037677,-5.825907,-38.870529,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.877197,0.000000,305.156250,1501241222.000063,
1501241223.073191,0.743043,-1.483166,-0.174857,-0.019461,0.020512,-0.182211,0.059209,0.996163,-0.064449,-0.055333,0.049934,0.000118,-10.417363,-6.064065,-38.733959,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.921387,0.000000,305.156250,1501241223.000063,
1501241224.072996,3.033102,-1.256876,2.017821,-3.103595,-0.827459,-0.846096,0.033435,0.951130,0.306974,-0.153796,0.274379,-0.193372,-5.921059,4.020259,-38.744259,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799373,19.948120,0.000000,305.156250,1501241224.000063,
1501241225.072843,0.927398,-1.401907,-0.246425,-1.874339,-2.074049,-1.193724,0.134480,0.985772,-0.100838,-0.196278,0.390357,-0.331321,-0.397115,-12.441898,-37.381554,,,,,,,
,,,,,,,,,,,,,,,,1.302909,103.799352,19.923706,0.960000,318.515625,1501241225.000063,
1501241226.072681,0.585221,-1.401059,-0.656884,0.942604,1.709807,0.742265,0.093310,0.985629,-0.140813,-0.245563,0.133969,0.217351,0.828298,-12.604515,-37.319962,,,,,,,
,,,,,,,,,,,,,,,,1.302918,103.799342,20.466187,0.960000,305.859375,1501241226.000063,
1501241227.072517,-2.937331,-1.504663,2.224084,1.391176,-0.210143,-0.529602,-0.013405,0.997814,0.064712,-0.447059,-0.258739,-0.152099,-1.841302,-4.934541,-39.046116,,,,,,,
,,,,,,,,,,,,,,,,1.302925,103.799330,20.259338,1.370000,290.039062,1501241227.000063,
1501241228.072347,-3.108310,-1.247128,2.380610,0.590332,0.185670,-1.308812,-0.010584,0.948075,0.317870,0.468942,0.725692,-0.642470,-14.451453,4.462683,-36.381027,,,,,,,
,,,,,,,,,,,,,,,,1.302931,103.799317,20.324768,1.370000,283.710938,1501241228.000063,
1501241229.072179,-3.090817,-1.214574,2.502411,2.282871,-0.448092,1.414655,-0.017700,0.937221,0.348287,0.181136,-0.313991,0.021144,-17.850712,4.660083,-34.813431,,,,,,,
,,,,,,,,,,,,,,,,1.302941,103.799308,20.310608,1.320000,316.054688,1501241229.000062,
